,Datetime Event Began,Datetime of Restoration,Area Affected,State Affected,NERC Region,Alert Criteria,Event Type,Demand Loss (MW),Number of Customers Affected,State Avg Temp (F),State Avg Windspeed (mph),State Avg Precipitation (mm),State Daily Energy Demand (MWh)
171,2020-09-15 22:00:00,2020-09-20 15:00:00,Alabama: Florida: Georgia: Mississippi:,Alabama,SERC,"Loss of electric service to more than 50,000 customers for 1 hour or more.",Severe Weather/Transmission Interruption,236.0,34096.0,75.28999999999999,12.64506411764706,5.59472049689441,5695
172,2020-09-22 10:02:00,2020-09-22 12:58:00,California:,California,WECC,Electrical System Separation (Islanding) where part or parts of power grid remain(s) operational in an otherwise blacked out area or within the partial failure of an integrated electrical system.,System Operations,8.0,4350.0,66.72236486486486,6.03963,0.006857142857142858,34674
173,2020-09-26 05:17:00,2020-09-26 05:41:00,Nevada: Clark County;,Nevada,WECC,"Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility.",Actual Physical Attack,26.0,13000.0,58.14212765957447,6.137494374999999,0.02631578947368421,92
174,2020-09-27 18:27:00,2020-09-28 15:17:00,California:,California,WECC,"Loss of electric service to more than 50,000 customers for 1 hour or more.",Natural Disaster,337.0,102267.0,68.84545454545454,4.154242857142857,0.007060518731988473,30769
175,2020-10-07 13:45:00,2020-10-07 13:59:00,Louisiana: Orleans Parish;,Louisiana,SERC,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).",Transmission Interruption,183.0,39089.0,71.94200000000001,4.1755466666666665,0.12513368983957218,
176,2020-10-09 20:00:00,2020-10-15 07:00:00,Louisiana:,Louisiana,SERC,"Loss of electric service to more than 50,000 customers for 1 hour or more.",Severe Weather,200.0,50000.0,72.01400000000001,15.469023846153846,38.72578947368421,
177,2020-10-14 18:26:00,2020-10-15 13:11:00,Texas: Pecos County;,Texas,TRE,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).",Transmission Interruption,18.0,,,,0.0008,61886
178,2020-10-16 14:00:00,2020-10-16 16:00:00,Kentucky:,Kentucky,SERC,Damage or destruction of its Facility that results from actual or suspected intentional human action.,Vandalism,62.0,0.0,49.016000000000005,4.317217,2.0120535714285714,38007
179,2020-10-24 20:13:00,2020-10-24 22:52:00,Minnesota: Hennepin County;,Minnesota,MRO,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).",Transmission Interruption,1.0,4.0,24.412727272727274,5.8840195652173914,0.5138728323699422,61127
180,2020-10-25 14:32:00,2020-10-27 18:00:00,California:,California,WECC,"Loss of electric service to more than 50,000 customers for 1 hour or more.",Severe Weather,1218.0,370000.0,48.37875862068965,5.81594,0.06308345120226308,23637
